CRN,Sub,Num,Seq,Crd,Desc,Seats,Waitlist,Days,Time,Room,Faculty
76536,CSC,334,DT2,3,Web Development,22/25,0,,,,Aaron David Ingalls
76587,CSC,376,DT1,3,Web Development Environments,17/25,0,,,,Aaron David Ingalls
73873,CSC,387,D01,5,Routing and Switching,0/24,2,MWF,1100-1225,Beacom Institute of Technology 231,Pat H Engebretson
73875,CSC,387,D02,5,Routing and Switching,13/25,0,MWF,1400-1525,Beacom Institute of Technology 231,Pat H Engebretson
73876,CSC,387,DT1,5,Routing and Switching,12/25,0,,,,Pat H Engebretson
73877,CSC,388,D01,3,Computer Forensics Fundamentals,0/25,4,TuTh,1100-1215,East Hall 018,Jenny Leigh Schulte
73878,CSC,388,DT1,3,Computer Forensics Fundamentals,16/25,0,,,,Steven Parker Gingras
81242,CSC,389,DT1,1,Cisco Networking Academy,25/25,0,,,,Pat H Engebretson
75831,CSC,402,D01,3,Mathematical Foundations of Artificial Intelligence,1/25,0,MW,1500-1615,East Hall 018,Mark A Spanier
75832,CSC,402,DT1,3,Mathematical Foundations of Artificial Intelligence,15/25,0,,,,Mark A Spanier
79133,CSC,409,D01,3,Operating Environments,0/25,3,TuTh,0930-1045,Beacom Institute of Technology 213,Brent L Tulloss
81041,CSC,409,D02,3,Operating Environments,13/25,0,MWF,0800-0850,Beacom Institute of Technology 213,Jackson Gregory Heiberger
79134,CSC,409,DT1,3,Operating Environments,3/25,0,,,,Brent L Tulloss
73880,CSC,410,D01,3,Parallel Computing,0/50,1,MWF,1000-1050,East Hall 100,Tom L Halverson
73881,CSC,410,DT1,3,Parallel Computing,1/25,0,,,,Christina Yemane Mulu
72973,CSC,418,DT1,3,Advanced Computer Forensics,-5/25,2,,,,Quentin Michael Covert
81042,CSC,418,DT2,3,Advanced Computer Forensics,20/25,0,,,,Quentin Michael Covert
73883,CSC,420,D01,3,Cellular and Mobile Communications,0/25,0,MWF,0900-0950,Beacom Institute of Technology 233,Kyle L Cronin
73884,CSC,420,D02,3,Cellular and Mobile Communications,0/25,1,MWF,1000-1050,Beacom Institute of Technology 233,Kyle L Cronin
73885,CSC,420,D03,3,Cellular and Mobile Communications,0/25,1,MWF,1100-1150,Beacom Institute of Technology 233,Shawn Gregory Zwach
73886,CSC,420,DT1,3,Cellular and Mobile Communications,0/25,0,,,,Kyle L Cronin
73888,CSC,420,DT2,3,Cellular and Mobile Communications,24/25,0,,,,Shawn Gregory Zwach
74118,CSC,428,D01,3,Reverse Engineering,0/25,8,TuTh,1300-1415,Beacom Institute of Technology 231,Andrew W Kramer
74119,CSC,428,D02,3,Reverse Engineering,0/25,1,TuTh,1430-1545,Beacom Institute of Technology 231,Ahmad Tawfiq Al-Hammouri
74120,CSC,428,DT1,3,Reverse Engineering,0/25,0,,,,
77937,CSC,428,DT2,3,Reverse Engineering,21/25,0,,,,
74121,CSC,430,D01,3,Windows Administration,0/25,1,TuTh,1300-1415,Beacom Institute of Technology 117,Jackson Gregory Heiberger
74122,CSC,430,DT1,3,Windows Administration,2/25,0,,,,Jackson Gregory Heiberger
74123,CSC,436,D01,3,Offensive Network Security,0/25,1,TuTh,1100-1215,Beacom Institute of Technology 233,Tyler Jerome Flaagan
74124,CSC,436,D02,3,Offensive Network Security,0/25,2,TuTh,0930-1045,Beacom Institute of Technology 233,Tyler Jerome Flaagan
74125,CSC,436,D03,3,Offensive Network Security,10/25,0,TuTh,0800-0915,Beacom Institute of Technology 231,
74126,CSC,436,DT1,3,Offensive Network Security,0/25,1,,,,Tyler Jerome Flaagan
74127,CSC,436,DT2,3,Offensive Network Security,0/25,0,,,,
77938,CSC,437,DT1,3,Survey of Enterprise Systems,0/25,3,,,,Jackson Gregory Heiberger
76232,CSC,439,D01,3,Threat Hunting and Incident Response,0/25,2,TuTh,0800-0915,East Hall 010,Cody Michael Welu
77939,CSC,439,D02,3,Threat Hunting and Incident Response,0/25,3,TuTh,1300-1415,Beacom Institute of Technology 233,Cody Michael Welu
81039,CSC,439,D03,3,Threat Hunting and Incident Response,18/25,0,TuTh,1600-1750,Beacom Institute of Technology 231,
76233,CSC,439,DT1,3,Threat Hunting and Incident Response,0/25,1,,,,Cody Michael Welu
77940,CSC,439,DT2,3,Threat Hunting and Incident Response,0/25,0,,,,Kyle Ronald Korman
81040,CSC,439,DT3,3,Threat Hunting and Incident Response,21/25,0,,,,
74128,CSC,447,D01,3,Artificial Intelligence,4/25,0,TuTh,1430-1545,Beacom Institute of Technology 233,Jason Mixon
74129,CSC,447,DT1,3,Artificial Intelligence,0/25,0,,,,Jason Mixon
74130,CSC,461,D01,3,Programming Languages,0/25,8,TuTh,1100-1215,East Hall 108,Samuel W Flint
74131,CSC,461,D02,3,Programming Languages,1/25,0,TuTh,1300-1415,East Hall 108,Zainab Albujasim
74132,CSC,461,DT1,3,Programming Languages,0/25,0,,,,Samuel W Flint
74256,CSC,461,DT2,3,Programming Languages,20/25,0,,,,Samuel W Flint
74257,CSC,470,D01,3,Software Engineering,7/25,0,TuTh,1300-1415,East Hall 100,Jason S Jenkins
79130,CSC,470,D02,3,Software Engineering,1/25,0,MWF,0900-0950,Beacom Institute of Technology 231,Jared T Soundy
74258,CSC,470,DT1,3,Software Engineering,7/25,0,,,,Jared T Soundy
74259,CSC,470,DT2,3,Software Engineering,18/25,0,,,,Jason S Jenkins
78298,CSC,478,D01,3,Artificial Intelligence Tools and Frameworks,18/25,0,TuTh,1600-1715,East Hall 108,Jason Mixon
78299,CSC,478,DT1,3,Artificial Intelligence Tools and Frameworks,19/25,0,,,,Jason Mixon
74260,CSC,482,D01,3,Algorithms and Optimization,13/25,0,TuTh,1600-1715,East Hall 003,Khandaker Mamun Ahmed
74988,CSC,482,D02,3,Algorithms and Optimization,1/25,0,TuTh,1430-1545,East Hall 003,Khandaker Mamun Ahmed
74261,CSC,482,DT1,3,Algorithms and Optimization,6/25,0,,,,John D Hastings
74262,CSC,482,DT2,3,Algorithms and Optimization,22/25,0,,,,John D Hastings
77913,CSC,494,DZ1,1 TO 8,Internship,5/5,0,,,,Kathy Engbrecht
74264,CSC,498,D01,3,Research,25/25,0,,,,Tom L Halverson
75758,CSC,502,D01,3,Mathematical Foundations of Artificial Intelligence,25/25,0,MW,1500-1615,East Hall 018,Mark A Spanier
75759,CSC,502,DT1,3,Mathematical Foundations of Artificial Intelligence,14/25,0,,,,Mark A Spanier
79117,CSC,528,DT1,3,Reverse Engineering,24/25,0,,,,
78404,CSC,561,D01,3,Programming Languages,25/25,0,TuTh,1100-1215,East Hall 108,Samuel W Flint
76466,CSC,561,DT1,3,Programming Languages,25/25,0,,,,Samuel W Flint
76857,CSC,570,DT1,3,Software Engineering,24/25,0,,,,Jason S Jenkins
77942,CSC,578,D01,3,Artificial Intelligence Tools and Frameworks,22/25,0,TuTh,1600-1715,Beacom Institute of Technology 233,Jason Mixon
77943,CSC,578,DT1,3,Artificial Intelligence Tools and Frameworks,17/25,0,,,,Jason Mixon
81109,CSC,582,D01,3,Algorithms and Optimization,25/25,0,TuTh,1430-1545LocationTBD,,
81108,CSC,582,DT1,3,Algorithms and Optimization,25/25,0,,,,
79135,CSC,609,DT1,3,Operating Environments,25/25,0,,,,Jackson Gregory Heiberger
80749,CSC,611,DT1,3,"Cybersecurity Policy, Law, and Ethics for Educators",23/25,0,,,,Jenny Leigh Schulte
80750,CSC,611,DT2,3,"Cybersecurity Policy, Law, and Ethics for Educators",25/25,0,,,,Jenny Leigh Schulte
80751,CSC,613,DT1,3,Artificial Intelligence for Educators,21/25,0,,,,
80752,CSC,613,DT2,3,Artificial Intelligence for Educators,25/25,0,,,,
79131,CSC,702,D01,3,Mathematics of A.I.,21/25,0,MWF,1000-1050,Beacom Institute of Technology 231,Jared T Soundy
79132,CSC,702,DT1,3,Mathematics of A.I.,14/25,0,,,,Jared T Soundy
79120,CSC,705,D01,3,Design and Analysis of Computer Algorithms,24/25,0,MWF,1600-1650,East Hall 010,Youssef Harrath
79122,CSC,705,DT1,3,Design and Analysis of Computer Algorithms,23/25,0,,,,Youssef Harrath
74271,CSC,718,D01,3,Operating Systems & Parallel Programming,17/25,0,TuTh,1430-1545,Kennedy Center 105,Abid Mehmood
74273,CSC,718,DT1,3,Operating Systems & Parallel Programming,5/25,0,,,,
74290,CSC,722,D01,3,Machine Learning Fundamentals,21/25,0,MW,1400-1515,Beacom Institute of Technology 233,Austin F O'Brien
74293,CSC,722,DT1,3,Machine Learning Fundamentals,0/25,1,,,,Austin F O'Brien
76856,CSC,722,DT2,3,Machine Learning Fundamentals,8/25,0,,,,
74990,CSC,748,DT1,3,Software Exploitation,8/25,0,,,,Andrew W Kramer
79116,CSC,761,D01,3,Advanced Artificial Intelligence,25/25,0,TuTh,1730-1815,East Hall 003,Khandaker Mamun Ahmed
79107,CSC,761,DT1,3,Advanced Artificial Intelligence,17/25,0,,,,Khandaker Mamun Ahmed
81245,CSC,761,DT2,3,Advanced Artificial Intelligence,25/25,0,,,,Zainab Albujasim
79119,CSC,763,DT1,3,Quantum Computing Fundamentals,21/25,0,,,,Peng Guo
79602,CSC,767,DT1,3,Quantum-resilient Cryptography,23/25,0,,,,Mariam Gado
81241,CSC,774,DT1,3,Reverse Engineering,17/25,0,,,,Michael J Ham
79601,CSC,782,DT1,3,Collaborative Cyber Security Research,-1/0,1,,,,
74991,CSC,786,D01,3,Computer Science Problems,21/25,0,TuTh,1300-1415,Kennedy Center 105,Abid Mehmood
74992,CSC,786,DT1,3,Computer Science Problems,20/25,0,,,,Abid Mehmood
80958,CSC,789,DT1,3,A.I. Capstone,18/20,0,,,,
73913,CSC,803,DT1,3,Introduction to Research,8/25,0,,,,David Lynn Kenley
79127,CSC,803,DT2,3,Introduction to Research,23/25,0,,,,Jihene Kaabi Ep Harrath
71203,CSC,807,DT1,3,Computer and Cyber Science Research Design and Implementation,0/25,7,,,,John D Hastings
76855,CSC,809,DT1,3,Dissertation Preparation,9/25,0,,,,Varghese Mathew Vaidyan
71205,CSC,840,DT1,3,Cyber Operations I,10/25,0,,,,Michael J Ham
75933,CSC,846,DT1,3,Advanced Malware Analysis,2/24,0,,,,Michael J Ham
76854,CSC,890,DT1,1,SEM: Computer Sci and Cyber Op,11/25,0,,,,Varghese Mathew Vaidyan
77944,CSC,890,DT2,1,Sem: Cyber Ops Residency,8/25,0,,,,Michael J Ham
79124,CSC,890,DT3,1,Sem: Cyber Defense Research,3/25,0,,,,John D Hastings
80914,CSC,890,DT4,1,Sem: Cyber Defense Residency,12/25,0,,,,Kyle L Cronin
79387,CSC,898D,D01,1 TO 12,Dissertation,4/5,0,,,,Varghese Mathew Vaidyan
78102,CSC,898D,DT1,1 TO 12,Dissertation,3/5,0,,,,Michael J Ham
78201,CSC,898D,DT2,1 TO 12,Dissertation,3/5,0,,,,Tyler Jerome Flaagan
78258,CSC,898D,DT3,1 TO 12,Dissertation,4/5,0,,,,Cody Michael Welu
78341,CSC,898D,DT4,1 TO 12,Dissertation,4/5,0,,,,Mark A Spanier
78382,CSC,898D,DT5,1 TO 12,Dissertation,4/5,0,,,,Kyle Ronald Korman
80972,CSC,898D,DT6,1 TO 12,Dissertation,3/5,0,,,,John D Hastings
80976,CSC,898D,DT7,1 TO 12,Dissertation,4/5,0,,,,Youssef Harrath
80978,CSC,898D,DT8,1 TO 12,Dissertation,4/5,0,,,,Andrew W Kramer
81112,CSC,898D,DT9,1 TO 12,Dissertation,3/5,0,,,,Chad R Fenner
81316,CSC,898D,DTA,1 TO 12,Dissertation,4/5,0,,,,Pat H Engebretson
73553,CLI,101,D01,3,Introduction to Cyber Leadership,10/13,0,TuTh,1100-1215,Beadle Hall 304,Bill Bendix
73554,CLI,101,DT1,3,Introduction to Cyber Leadership,8/12,0,,,,Bill Bendix
75713,CLI,242,D01,3,Cyber Social Science Method and Analysis,13/13,0,MWF,0900-0950,Tunheim Classroom Building 111,Kurt E Kemper
75714,CLI,242,DT1,3,Cyber Social Science Method and Analysis,10/12,0,,,,Kurt E Kemper
79219,CLI,440,DT1,3,Cybercrime,17/24,0,,,,
78118,CLI,470,D01,3,Online Radicalization,7/9,0,MWF,1000-1050,Beadle Hall 304,William Christopher Sewell
78119,CLI,470,DT1,3,Online Radicalization,3/9,0,,,,William Christopher Sewell
80968,CLI,492,DT1,3,Top: Great Power Comp in Cyber,12/15,0,,,,
75390,CLI,494,DZ1,1 TO 3,Internship,25/25,0,,,,Bill Bendix
75389,CLI,498,D01,3,Research,25/25,0,,,,Bill Bendix
74738,DAD,110,D01,1,Introduction to Digital Arts and Design,39/40,0,W,1200-1250,Ruth Habeger Science Center 135,Kai Nunnery
71213,DAD,222,D02,3,Audio Production I: Foundations,14/18,0,MWF,0900-0950,Tunheim Classroom Building 209,Tate Allen Carson
79216,DAD,280,D01,3,Film Editing,11/20,0,TuTh,1100-1215,Beadle Hall 108,Joseph A Staudenbaur
80644,DAD,310,D01,3,Sound Design for Film,12/18,0,MWF,1400-1450,Tunheim Classroom Building 209,Tate Allen Carson
80645,DAD,375,D01,3,Storyboarding,21/24,0,TuTh,0930-1150,Beacom Institute of Technology 114,Konrad N Lightner
71227,DAD,422,D01,3,Audio Production III  Advanced Techniques and MIDI Music,17/18,0,MWF,1500-1550,Tunheim Classroom Building 209,Tate Allen Carson
71230,DAD,494,DZ1,3,Internship,25/25,0,,,,Tate Allen Carson
71239,DAD,498,D01,3,Research,24/25,0,,,,Daniel Lee Welynn
71241,DAD,498,D02,3,Research,24/25,0,,,,Tim Murray
71242,DAD,498,D03,3,Research,25/25,0,,,,
71244,DAD,498,D04,3,Research,25/25,0,,,,
75104,DAD,498,D05,3,Research,25/25,0,,,,
75128,DAD,498,D06,3,Research,25/25,0,,,,
73937,ECON,201,D01,3,Principles of Microeconomics,2/25,0,MWF,0900-0950,East Hall 217,
70807,ECON,201,DT1,3,Principles of Microeconomics,3/25,0,,,,Daniel A Talley
74110,ECON,202,D01,3,Principles of Macroeconomics,10/25,0,MWF,1200-1250,East Hall 217,
74946,ED,488,DZ2,2 TO 16,K-12 Student Teaching,9/10,0,,,,Nicole Marie Steele
75041,ED,495,DZ1,2,Practicum: English as New Lang,23/25,0,,,,Kindra Jon Schneider
79600,ED,592,D01,1,Top: Instruct & Assess High Ed,25/25,0,Tu,1400-1450,Tunheim Classroom Building 109,Dr. Mark Hawkes
74658,EPSY,210,D01,3,Lifespan Development,25/25,0,TuTh,0930-1045,Kennedy Center 112,Dr. Mark Hawkes
74805,EPSY,210,D02,3,Lifespan Development,20/25,0,MWF,1200-1250,Kennedy Center 104,Julia Price-Lee
70836,EPSY,210,DT1,3,Lifespan Development,18/25,0,,,,
70837,EPSY,302,D01,3,Educational Psychology,20/25,0,MWF,1000-1050,Kennedy Center 104,Julia Price-Lee
70838,EPSY,302,DT1,3,Educational Psychology,8/25,0,,,,
77928,EDER,431,D01,3,Educational Technology and Assessment,13/25,0,MWF,1200-1250,Kennedy Center 117,Kindra Jon Schneider
77929,EDER,431,DT1,3,Educational Technology and Assessment,17/25,0,,,,
77930,EDER,431,DT2,3,Educational Technology and Assessment,6/25,0,,,,
74874,ELED,303,DT2,3,Earth and Physical Science for Elementary Teachers,24/25,0,,,,Steven S Steele
74875,ELED,303L,DT2,1,Earth & Physical Science Lab,24/25,0,,,,Steven S Steele
70593,ELED,320,D01,3,K-8 Science Methods,7/25,0,MWF,0900-0950,Kennedy Center 117,Betsy Lea Schamber
70594,ELED,320,DT1,3,K-8 Science Methods,16/25,0,,,,Betsy Lea Schamber
77920,ELED,320,DT2,3,K-8 Science Methods,19/25,0,,,,Jennifer Mae Nash
70595,ELED,330,D01,3,K-8 Math Methods,7/25,0,MWF,1000-1050,Kennedy Center 117,Kevin D Smith
77921,ELED,330,DT1,3,K-8 Math Methods,11/25,0,,,,Kevin D Smith
78076,ELED,330,DT2,3,K-8 Math Methods,18/25,0,,,,Kevin D Smith
78148,ELED,360,D01,3,K-8 Social Science Methods,7/25,0,MWF,0800-0850,Kennedy Center 117,Megan Nicole Schuh
76216,ELED,360,DT1,3,K-8 Social Science Methods,9/25,0,,,,Megan Nicole Schuh
70598,ELED,360,DT2,3,K-8 Social Science Methods,10/25,0,,,,Megan Nicole Schuh
70599,ELED,361,DT1,2,Social Science for Elementary Teachers,24/25,0,,,,
77034,ELED,422,DT2,2,K-8 Science & Math Technology,23/25,0,,,,Jennifer Mae Nash
70601,ELED,440,D01,3,K-8 Language Arts Methods,19/25,0,MWF,1000-1050,Kennedy Center 105,Sheila G Mulder
70604,ELED,440,DT1,3,K-8 Language Arts Methods,2/25,0,,,,Sheila G Mulder
80941,ELED,440,DT2,3,K-8 Language Arts Methods,14/25,0,,,,
75770,ELED,455,D01,3,Evidence-Based Reading (K-3),20/25,0,MWF,0900-0950,Kennedy Center 105,Katie Lyn Anderson
75965,ELED,455,DT1,3,Evidence-Based Reading (K-3),17/25,0,,,,Katie Lyn Anderson
76212,ELED,456,DT1,3,Evidence-Based Reading (4-8),19/25,0,,,,
70692,ELED,459,D01,3,Introduction to Literacy Assessment and Remediation,10/25,0,MWF,1100-1150,Kennedy Center 105,Katie Lyn Anderson
78207,ELED,459,DT1,3,Introduction to Literacy Assessment and Remediation,0/25,0,,,,Sheila G Mulder
70694,ELED,459,DT2,3,Introduction to Literacy Assessment and Remediation,13/25,0,,,,Sheila G Mulder
70697,ELED,462,DT1,3,Teaching English As a New Language,10/25,0,,,,
70703,ELED,488,DZ1,2 TO 16,K-8 Student Teaching,41/50,0,,,,Nicole Marie Steele
70704,ELED,495,DZ1,3,Practicum: Kindergarten,23/25,0,,,,Nicole Marie Steele
76178,ENGL,032,DK1,2,Basic Writing,11/12,0,TuTh,1000-1050,Beadle Hall 010,
76179,ENGL,032,DK2,2,Basic Writing,12/12,0,TuTh,1100-1150,Beadle Hall 010,
77836,ENGL,032,DK3,2,Basic Writing,10/12,0,TuTh,1300-1350,Beadle Hall 304,Scott Richardson
70723,ENGL,033,D06,3,Basic Writing,9/15,0,TuTh,0930-1045,Beadle Hall 109,Scott Richardson
80643,ENGL,033,DT1,3,Basic Writing,16/20,0,,,,
70730,ENGL,101,D01,3,Composition I,11/12,0,MWF,1000-1050,Beadle Hall 305,
70752,ENGL,101,D02,3,Composition I,11/12,0,MWF,1100-1150,Beadle Hall 305,
70754,ENGL,101,D03,3,Composition I,18/24,0,MWF,1000-1050,Beadle Hall 205,Scott Richardson
70758,ENGL,101,D05,3,Composition I,22/24,0,TuTh,0930-1045,Beadle Hall 305,Justin L Blessinger
70760,ENGL,101,D06,3,Composition I,22/24,0,TuTh,1100-1215,Beadle Hall 305,Justin L Blessinger
70761,ENGL,101,D07,3,Composition I,23/24,0,MWF,0900-0950,Beadle Hall 305,
77837,ENGL,101,D08,3,Composition I,12/12,0,MWF,1400-1450,Beadle Hall 205,Scott Richardson
74241,ENGL,101,DH1,3,Honors: Composition I,21/24,0,MWF,0900-0950,Beadle Hall 304,Thomas M Lawson
74739,ENGL,101,DK1,3,Composition I,11/12,0,MWF,1000-1050,Beadle Hall 305,
74740,ENGL,101,DK2,3,Composition I,12/12,0,MWF,1100-1150,Beadle Hall 305,
77839,ENGL,101,DK3,3,Composition I,10/12,0,MWF,1400-1450,Beadle Hall 205,Scott Richardson
70765,ENGL,101,DT1,3,Composition I,25/25,0,,,,
74945,ENGL,101,DT2,3,Composition I,22/25,0,,,,
76822,ENGL,101,DT3,3,Composition I,24/25,0,,,,
77090,ENGL,201,D01,3,Composition II,16/24,0,TuTh,1430-1545,Beadle Hall 109,Thomas M Lawson
75735,ENGL,201,D03,3,Composition II,2/24,0,MWF,0900-0950,Beadle Hall 205,Scott Richardson
70769,ENGL,201,D04,3,Composition II,15/24,0,TuTh,1100-1215,Beadle Hall 109,Thomas M Lawson
70773,ENGL,201,D05,3,Composition II,11/24,0,MWF,1000-1050,Beadle Hall 006,Justin L Blessinger
70776,ENGL,201,DT1,3,Composition II,0/25,0,,,,William Christopher Sewell
77841,ENGL,201,DT2,3,Composition II,22/25,0,,,,William Christopher Sewell
75439,ENGL,201,DT3,3,Composition II,25/25,0,,,,William Christopher Sewell
75736,ENGL,268,D01,3,Lit: AI in Lit and Film,8/12,0,TuTh,1300-1415,Beadle Hall 109,Thomas M Lawson
77843,ENGL,283,DT1,3,Introduction to Creative Writing,11/25,0,,,,
75737,ENGL,363,D01,3,Lit: AI in Lit and Film,11/12,0,TuTh,1300-1415,Beadle Hall 109,Thomas M Lawson
80647,ENGL,492,D01,3,ST: Online Radicalization,2/3,0,MWF,1000-1050,Beadle Hall 304,William Christopher Sewell
80649,ENGL,492,DT1,3,ST: Online Radicalization,1/4,0,,,,William Christopher Sewell
70830,ENGL,494,DZ1,1 TO 12,Internship,25/25,0,,,,Tate Allen Carson
70834,ENGL,498,D01,2,Research,1/1,0,,,,
72798,EXCH,488,D01,0 TO 18,National Student Exchange,10/10,0,,,,Nicole M Claussen
72807,EXCH,488,D02,0 TO 18,National Student Exchange,10/10,0,,,,Nicole M Claussen
79878,EXCH,489,D01,0 TO 18,Student Exchange - International,10/10,0,,,,Nicole M Claussen
79879,EXCH,489,D02,0 TO 18,Student Exchange - International,10/10,0,,,,Nicole M Claussen
72811,EXS,145,D01,3,Introduction to Exercise Science and Physical Education,22/25,0,TuTh,0930-1045,Kennedy Center 122,Stacy Lynn Anderson
74414,EXS,350,D01,3,Exercise Physiology,0/25,0,MWF,1100-1150,Kennedy Center 122,Luke Chowning
74415,EXS,350L,D01,1,Exercise Physiology Lab,5/15,0,Th,1300-1450,Kennedy Center 110,Luke Chowning
75763,EXS,350L,D02,1,Exercise Physiology Lab,0/15,0,Tu,1300-1450,Kennedy Center 110,Luke Chowning
75909,EXS,376,D01,3,Technology Integration,13/15,0,TuTh,1230-1345,Kennedy Center 123,Scott Wayne Klungseth
81088,EXS,452,DT1,3,Motor Learning & Development,21/25,0,,,,Shane David Scholten
74416,EXS,454,D01,3,Biomechanics,5/25,0,MWF,1200-1250,Kennedy Center 112,Shane David Scholten
75310,EXS,482,D01,3,Theory of Strength and Conditioning,1/25,0,MWF,0900-0950,Kennedy Center 112,Luke Chowning
72993,EXS,494,DZ1,1 TO 12,Internship,25/25,0,,,,Luke Chowning
80856,EXS,498,DT1,2,Research,13/15,0,,,,Luke Chowning
77926,EDFN,102,D01,3,Introduction to Education,22/25,0,MWF,0900-0950,Kennedy Center 122,Kindra Jon Schneider
77927,EDFN,102,DT1,3,Introduction to Education,20/25,0,,,,Jennifer Mae Nash
73939,EDFN,295,DZ1,1 TO 3,Practicum: Pre-Admission,15/15,0,,,,Cotton S Koch
75864,EDFN,295,DZ4,1 TO 3,Practic:Pre-Admission (online),25/25,0,,,,Cotton S Koch
74222,EDFN,300,D01,3,Principles of Practices of Teaching Middle School,20/25,0,MWF,1100-1150,Kennedy Center 120,Betsy Lea Schamber
77917,EDFN,300,DT1,3,Principles of Practices of Teaching Middle School,18/25,0,,,,Betsy Lea Schamber
73944,EDFN,365,DT1,3,Computer-Based Technology and Learning,21/25,0,,,,Megan Nicole Schuh
73945,EDFN,365,DT2,3,Computer-Based Technology and Learning,11/25,0,,,,Jennifer Mae Nash
73948,EDFN,395,DZ1,1,Practicum:Pre-Admission(OSEC),1/1,0,,,,Nicole Marie Steele
70583,EDFN,440,DT1,3,Classroom Management,19/25,0,,,,Jennifer Ann Munger
76001,EDFN,440,DT2,3,Classroom Management,19/25,0,,,,Jennifer Ann Munger
75307,EDFN,460,DT1,3,Applying Linguistics to Teaching English as a Second Language,11/25,0,,,,
74220,EDFN,475,DT1,3,Human Relations,11/25,0,,,,
80912,EDFN,764,DT1,1,Literacy Coaching for Differentiated Instruction,25/29,0,,,,Katie Lyn Anderson
81015,EDFN,764,DT2,1,Literacy Coaching for Differentiated Instruction,29/29,0,,,,Sheila G Mulder
81016,EDFN,764,DT3,1,Literacy Coaching for Differentiated Instruction,29/29,0,,,,Katie Lyn Anderson
80913,EDFN,767,DT1,1,School-Wide Literacy Intervention,26/29,0,,,,Sheila G Mulder
81017,EDFN,767,DT2,1,School-Wide Literacy Intervention,28/29,0,,,,Katie Lyn Anderson
81018,EDFN,767,DT3,1,School-Wide Literacy Intervention,29/29,0,,,,Sheila G Mulder
73059,GS,100,DA1,0 TO 1,Univ Exper: Arts & Sciences,49/50,0,W,1200-1250,Beadle Hall 109,Lisa Ann Hardie
78328,GS,100,DB1,0 TO 1,University Experience,40/40,0,W,1200-1250,East Hall 108,Christine Charlotte Souter
73062,GS,100,DB2,0 TO 1,University Experience,40/40,0,Th,1200-1250,Tunheim Classroom Building 203,Christine Charlotte Souter
73060,GS,100,DC1,0 TO 1,University Experience,145/145,0,M,1200-1250,Tunheim Classroom Building 203,Tom L Halverson
73061,GS,100,DC2,0 TO 1,University Experience,84/85,0,M,1200-1250,East Hall 100,Tom L Halverson
77918,GS,100,DE1,0 TO 1,University Experience: PE/EXS,25/25,0,Tu,1200-1250,Kennedy Center 117,Addie Mae Borah
73063,GS,100,DE2,0 TO 1,University Exper: ELED/SPED,25/25,0,W,1200-1250,Kennedy Center 105,Addie Mae Borah
79573,GS,199,0,0,Section Placeholder,50/50,0,,,,
77046,GEOG,131,D01,3,Physical Geography: Weather and Climate,17/25,0,MWF,1200-1250,Ruth Habeger Science Center 121,Russell Wayne Graves
73045,GEOG,131,DT1,3,Physical Geography: Weather and Climate,0/35,0,,,,Russell Wayne Graves
77047,GEOG,131L,D01,1,Physical Geography  Weather and Climate Lab,17/25,0,Tu,1030-1225,Ruth Habeger Science Center 143,Russell Wayne Graves
73047,GEOG,131L,DT1,1,Physical Geography  Weather and Climate Lab,0/35,0,,,,Russell Wayne Graves
79231,GEOG,132,DH1,3,Physical Geography: Natural Landscapes,18/20,0,MWF,1400-1450,Ruth Habeger Science Center 121,Russell Wayne Graves
79232,GEOG,132L,DH1,1,Physical Geography  Natural Landscapes Lab,18/20,0,Tu,1300-1450,Ruth Habeger Science Center 143,Russell Wayne Graves
71211,HLTH,201,DT1,2,ATOD Prevention Education,12/25,0,,,,Scott Wayne Klungseth
75453,HLTH,320,DT1,3,Community Health,11/25,0,,,,Scott Wayne Klungseth
71174,HLTH,370,DT1,3,Stress Management,14/25,0,,,,Luke Chowning
80795,HLTH,422,DT1,3,Nutrition,10/25,0,,,,Shane David Scholten
71152,HIMS,701,DT1,3,Foundations in Healthcare Information,23/25,0,,,,Julie M Wulf Plimpton
76194,HIMS,742,DT1,3,Health Informatics Information Systems and Technology,20/25,0,,,,Patti Jo Brooks
80770,HIMS,744,DT1,3,Data Analytics in Healthcare,24/25,0,,,,Patti Jo Brooks
77911,HIMS,746,DT1,3,"Information, AI, and Data Governance",19/25,0,,,,Renae L Spohn
76847,HIMS,747,DT1,3,Leadership and Management for Health Informatics,16/25,0,,,,Julie M Wulf Plimpton
77912,HIMS,758,DT1,3,Workflow and Usability Optimization in Health Informatics,13/25,0,,,,Renae L Spohn
79180,HIM,150,DT1,3,Introduction to Digital Health Informatics/Information Management,5/25,0,,,,Julie M Wulf Plimpton
79181,HIM,360,DT1,4,Leadership for Health Informatics and Information Management,24/25,0,,,,Patti Jo Brooks
79284,HIM,370,DT1,2,Practical Coding Application,25/25,0,,,,Julie M Wulf Plimpton
79182,HIM,380,DT1,3,Digital Health Data Analytics,22/25,0,,,,Patti Jo Brooks
77909,HIM,440,DT1,3,Healthcare Information Governance,22/25,0,,,,Renae L Spohn
80769,HIM,444,DT1,3,Digital Health Technology,19/25,0,,,,Patti Jo Brooks
79183,HIM,450,DT1,3,Digital Health Informatics and Information Management Research,19/25,0,,,,Renae L Spohn
71158,HIST,121,D01,3,Western Civilization I,18/25,0,MWF,1000-1050,Beadle Hall 302,Kurt E Kemper
